"","Species","human","mouse","pair","m2h","reduced_pct","sample_count"
"554","Bacteroides nordii","0.246701537981107","4.43922065006103","ERR661365.mseq-ERR661369.mseq",4.19251911207992,4.16946780435151,55
"559","Peptoniphilus lacrimalis","0.215473495198688","0.323222277473894","ERR661365.mseq-ERR661369.mseq",0.107748782275206,0.585016218214142,3
"566","Bacteroides fragilis","0.149894605355609","1.69296143935627","ERR661365.mseq-ERR661369.mseq",1.54306683400066,3.49752874595152,137
"770","Bacteroides uniformis","7.65607192604787","0.453716660306153","ERR661371.mseq-ERR661372.mseq",-7.20235526574172,-4.0767408424932,564
"771","Bacteroides massiliensis","6.62023553248069","0.173854047407031","ERR661371.mseq-ERR661372.mseq",-6.44638148507366,-5.25093398644398,172
"773","Bacteroides vulgatus","4.64226921615803","0.13887122079464","ERR661371.mseq-ERR661372.mseq",-4.50339799536339,-5.06301063426907,457
"776","Parabacteroides johnsonii","3.63429150310244","0.126150192935589","ERR661371.mseq-ERR661372.mseq",-3.50814131016685,-4.84845982352175,72
"784","Bacteroides ovatus","1.24857540838293","0.181274646991477","ERR661371.mseq-ERR661372.mseq",-1.06730076139145,-2.78403388675865,373
"788","Bacteroides dorei","1.0155755350133","0.412373319764237","ERR661371.mseq-ERR661372.mseq",-0.603202215249063,-1.30027464673537,283
"789","Parabacteroides distasonis","0.926934278840066","0.157952762583217","ERR661371.mseq-ERR661372.mseq",-0.768981516256849,-2.55297388308852,254
"792","Clostridium tertium","0.858553881220717","68.7306534367977","ERR661371.mseq-ERR661372.mseq",67.872099555577,6.32290118732356,33
"799","Bacteroides xylanisolvens","0.759782195770546","0.575626510622058","ERR661371.mseq-ERR661372.mseq",-0.184155685148488,-0.400452867958159,384
"800","Bacteroides thetaiotaomicron","0.590097505381791","0.289403383793411","ERR661371.mseq-ERR661372.mseq",-0.30069412158838,-1.02787156900106,494
"820","Clostridium beijerinckii","0.205141192858047","3.03714540134843","ERR661371.mseq-ERR661372.mseq",2.83200420849038,3.88802685549301,4
"840","Clostridium septicum","0.101304292769406","13.9168044778018","ERR661371.mseq-ERR661372.mseq",13.8155001850324,7.10198886335971,16
"1000","Ruminococcus bromii","8.59313663416487","1.2408289059086","ERR661371.mseq-ERR661373.mseq",-7.35230772825627,-2.79188063418462,35
"1001","Bacteroides uniformis","7.65607192604787","5.83040088318499","ERR661371.mseq-ERR661373.mseq",-1.82567104286288,-0.39300930069867,564
"1002","Bacteroides massiliensis","6.62023553248069","0.684238367947745","ERR661371.mseq-ERR661373.mseq",-5.93599716453295,-3.27431163656179,172
"1004","Bacteroides vulgatus","4.64226921615803","0.212746383311484","ERR661371.mseq-ERR661373.mseq",-4.42952283284655,-4.44762367898524,457
"1007","Parabacteroides johnsonii","3.63429150310244","2.00096598357828","ERR661371.mseq-ERR661373.mseq",-1.63332551952416,-0.860977499788623,72
"1008","Alistipes putredinis","3.10244396606306","1.22587916005428","ERR661371.mseq-ERR661373.mseq",-1.87656480600878,-1.33958838009242,410
"1010","Algoriphagus marincola","1.81334684057237","1.79166954161779","ERR661371.mseq-ERR661373.mseq",-0.0216772989545801,-0.0173503281642562,22
"1013","Bacteroides luti","1.43092313536786","6.86423330803376","ERR661371.mseq-ERR661373.mseq",5.4333101726659,2.26215241218559,442
"1014","Oscillibacter valericigenes","1.31948841332151","0.231146070516801","ERR661371.mseq-ERR661373.mseq",-1.08834234280471,-2.51310194006124,130
"1015","Bacteroides ovatus","1.24857540838293","2.70590399963201","ERR661371.mseq-ERR661373.mseq",1.45732859124908,1.11582769988472,373
"1016","Coprococcus eutactus","1.13967329365582","0.169047126198855","ERR661371.mseq-ERR661373.mseq",-0.970626167456965,-2.75312291534234,4
"1018","Alistipes shahii","1.0155755350133","1.31097771337887","ERR661371.mseq-ERR661373.mseq",0.29540217836557,0.368345613635509,169
"1019","Bacteroides dorei","1.0155755350133","1.16723015708733","ERR661371.mseq-ERR661373.mseq",0.15165462207403,0.200791516655947,283
"1020","Parabacteroides distasonis","0.926934278840066","5.03576439200534","ERR661371.mseq-ERR661373.mseq",4.10883011316527,2.44167182720694,254
"1023","Clostridium tertium","0.858553881220717","2.10676418500885","ERR661371.mseq-ERR661373.mseq",1.24821030378813,1.29504825599893,33
"1027","[Eubacterium] rectale","0.797771305559073","0.174797028450516","ERR661371.mseq-ERR661373.mseq",-0.622974277108557,-2.19029457390536,168
"1030","Bacteroides xylanisolvens","0.759782195770546","27.1740380413533","ERR661371.mseq-ERR661373.mseq",26.4142558455828,5.16049924940366,384
"1031","Bacteroides thetaiotaomicron","0.590097505381791","3.3740426412751","ERR661371.mseq-ERR661373.mseq",2.78394513589331,2.51545294205744,494
"1032","Alistipes timonensis","0.549575788274028","0.10809816233124","ERR661371.mseq-ERR661373.mseq",-0.441477625942788,-2.34597644972851,81
"1033","Ruminococcus champanellensis","0.514119285804736","0.157547321695531","ERR661371.mseq-ERR661373.mseq",-0.356571964109205,-1.70631790318632,3
"1035","Butyricimonas virosa","0.435608458908446","0.844085650543941","ERR661371.mseq-ERR661373.mseq",0.408477191635495,0.95435742917945,199
"1039","Ruminococcus callidus","0.379891097885273","0.102348260079579","ERR661371.mseq-ERR661373.mseq",-0.277542837805694,-1.89209932849114,9
"1043","Alistipes finegoldii","0.283652019754337","0.244945835920789","ERR661371.mseq-ERR661373.mseq",-0.038706183833548,-0.211659370793434,162
"1044","[Eubacterium] sulci","0.278586805115867","0.211596402861151","ERR661371.mseq-ERR661373.mseq",-0.066990402254716,-0.396811826429316,5
"1045","Bacteroides cellulosilyticus","0.276054197796632","2.78985257250627","ERR661371.mseq-ERR661373.mseq",2.51379837470964,3.33716544138192,172
"1047","Christensenella minuta","0.265923768519691","0.195496676556499","ERR661371.mseq-ERR661373.mseq",-0.070427091963192,-0.443868650490084,83
"1048","Odoribacter splanchnicus","0.222869444092693","0.203546539708825","ERR661371.mseq-ERR661373.mseq",-0.019322904383868,-0.130840137515963,24
"1053","[Clostridium] leptum","0.202608585538812","0.150647438993537","ERR661371.mseq-ERR661373.mseq",-0.051961146545275,-0.427519162311578,276
"1054","Barnesiella viscericola","0.189945548942636","1.22817912095494","ERR661371.mseq-ERR661373.mseq",1.0382335720123,2.69286317223001,265
"1058","Parasutterella secunda","0.182347726984931","4.95411578003174","ERR661371.mseq-ERR661373.mseq",4.77176805304681,4.76386346414023,3
"1071","Clostridium septicum","0.101304292769406","2.06191494744589","ERR661371.mseq-ERR661373.mseq",1.96061065467648,4.34721760901935,16
"1234","Ruminococcus bromii","8.59313663416487","0.776167390922107","ERR661371.mseq-ERR661374.mseq",-7.81696924324276,-3.46874510693115,35
"1235","Bacteroides uniformis","7.65607192604787","13.4284494235262","ERR661371.mseq-ERR661374.mseq",5.77237749747833,0.810616438490821,564
"1236","Bacteroides massiliensis","6.62023553248069","0.101730677450956","ERR661371.mseq-ERR661374.mseq",-6.51850485502973,-6.02405584303536,172
"1238","Bacteroides vulgatus","4.64226921615803","1.43804476149808","ERR661371.mseq-ERR661374.mseq",-3.20422445465995,-1.69072160768013,457
"1241","Parabacteroides johnsonii","3.63429150310244","3.08834241792469","ERR661371.mseq-ERR661374.mseq",-0.54594908517775,-0.234841422091521,72
"1242","Alistipes putredinis","3.10244396606306","1.88138956569792","ERR661371.mseq-ERR661374.mseq",-1.22105440036514,-0.721606545555736,410
"1244","Algoriphagus marincola","1.81334684057237","1.92032352867298","ERR661371.mseq-ERR661374.mseq",0.10697668810061,0.0826944939719949,22
"1246","Roseburia faecis","1.47144485247562","0.665645173444525","ERR661371.mseq-ERR661374.mseq",-0.805799679031095,-1.14440822407852,14
"1247","Bacteroides luti","1.43092313536786","10.6641380522971","ERR661371.mseq-ERR661374.mseq",9.23321491692924,2.89774927975101,442
"1248","Oscillibacter valericigenes","1.31948841332151","0.140664640426013","ERR661371.mseq-ERR661374.mseq",-1.1788237728955,-3.22964706034545,130
"1249","Bacteroides ovatus","1.24857540838293","1.65155359071613","ERR661371.mseq-ERR661374.mseq",0.4029781823332,0.403540827677198,373
"1250","Coprococcus eutactus","1.13967329365582","0.825148828213308","ERR661371.mseq-ERR661374.mseq",-0.314524465442512,-0.465894051019262,4
"1252","Alistipes shahii","1.0155755350133","0.954510060033659","ERR661371.mseq-ERR661374.mseq",-0.061065474979641,-0.0894652382485307,169
"1253","Bacteroides dorei","1.0155755350133","2.29459194694934","ERR661371.mseq-ERR661374.mseq",1.27901641193604,1.17594007204801,283
"1254","Parabacteroides distasonis","0.926934278840066","8.39843259400668","ERR661371.mseq-ERR661374.mseq",7.47149831516661,3.17958114357231,254
"1261","[Eubacterium] rectale","0.797771305559073","0.254954660772148","ERR661371.mseq-ERR661374.mseq",-0.542816644786925,-1.64573452132666,168
"1264","Bacteroides xylanisolvens","0.759782195770546","2.53824319911582","ERR661371.mseq-ERR661374.mseq",1.77846100334527,1.7401724957593,384
"1265","Bacteroides thetaiotaomicron","0.590097505381791","5.41935645927005","ERR661371.mseq-ERR661374.mseq",4.82925895388826,3.19909627928748,494
"1266","Alistipes timonensis","0.549575788274028","0.190902012006732","ERR661371.mseq-ERR661374.mseq",-0.358673776267296,-1.52548613912544,81
"1267","Ruminococcus champanellensis","0.514119285804736","0.404410841224787","ERR661371.mseq-ERR661374.mseq",-0.109708444579949,-0.346281459195113,3
"1269","Butyricimonas virosa","0.435608458908446","1.45311597297229","ERR661371.mseq-ERR661374.mseq",1.01750751406384,1.73804597428084,199
"1278","[Eubacterium] sulci","0.278586805115867","0.106754414609028","ERR661371.mseq-ERR661374.mseq",-0.171832390506839,-1.38383119751151,5
"1279","Bacteroides cellulosilyticus","0.276054197796632","8.2740950993444","ERR661371.mseq-ERR661374.mseq",7.99804090154777,4.90557809482487,172
"1281","Christensenella minuta","0.265923768519691","0.162015523347818","ERR661371.mseq-ERR661374.mseq",-0.103908245171873,-0.714880682367425,83
"1282","Odoribacter splanchnicus","0.222869444092693","0.120569691793725","ERR661371.mseq-ERR661374.mseq",-0.102299752298968,-0.886331538040695,24
"1287","[Clostridium] leptum","0.202608585538812","0.336590389590817","ERR661371.mseq-ERR661374.mseq",0.133981804052005,0.73229867544586,276
"1288","Barnesiella viscericola","0.189945548942636","1.35264122981086","ERR661371.mseq-ERR661374.mseq",1.16269568086822,2.83212142392378,265
"1292","Parasutterella secunda","0.182347726984931","4.30659867875713","ERR661371.mseq-ERR661374.mseq",4.1242509517722,4.56178476736877,3
"1469","Ruminococcus bromii","8.59313663416487","1.05950191028725","ERR661371.mseq-ERR661375.mseq",-7.53363472387762,-3.01979864567417,35
"1470","Bacteroides uniformis","7.65607192604787","17.1059148153389","ERR661371.mseq-ERR661375.mseq",9.44984288929103,1.1598189721396,564
"1473","Bacteroides vulgatus","4.64226921615803","0.868473185227112","ERR661371.mseq-ERR661375.mseq",-3.77379603093092,-2.41827697997717,457
"1476","Parabacteroides johnsonii","3.63429150310244","3.67199660393378","ERR661371.mseq-ERR661375.mseq",0.03770510083134,0.0148905830428583,72
"1477","Alistipes putredinis","3.10244396606306","1.93505023347955","ERR661371.mseq-ERR661375.mseq",-1.16739373258351,-0.681034134849353,410
"1479","Algoriphagus marincola","1.81334684057237","1.90851846611009","ERR661371.mseq-ERR661375.mseq",0.09517162553772,0.0737982484717852,22
"1481","Roseburia faecis","1.47144485247562","0.560704683741333","ERR661371.mseq-ERR661375.mseq",-0.910740168734287,-1.39192044701709,14
"1482","Bacteroides luti","1.43092313536786","7.77911419272676","ERR661371.mseq-ERR661375.mseq",6.3481910573589,2.44265970780044,442
"1483","Oscillibacter valericigenes","1.31948841332151","0.173340880147163","ERR661371.mseq-ERR661375.mseq",-1.14614753317435,-2.92829484191527,130
"1484","Bacteroides ovatus","1.24857540838293","2.43030989104288","ERR661371.mseq-ERR661375.mseq",1.18173448265995,0.960857328688216,373
"1485","Coprococcus eutactus","1.13967329365582","0.22640441488609","ERR661371.mseq-ERR661375.mseq",-0.91326887876973,-2.33164631496902,4
"1487","Alistipes shahii","1.0155755350133","1.56714305928966","ERR661371.mseq-ERR661375.mseq",0.55156752427636,0.625839338348121,169
"1488","Bacteroides dorei","1.0155755350133","1.87491156077543","ERR661371.mseq-ERR661375.mseq",0.85933602576213,0.884524999243657,283
"1489","Parabacteroides distasonis","0.926934278840066","5.94665345974246","ERR661371.mseq-ERR661375.mseq",5.01971918090239,2.68153904720015,254
"1496","[Eubacterium] rectale","0.797771305559073","0.341375406820433","ERR661371.mseq-ERR661375.mseq",-0.45639589873864,-1.22461610487117,168
"1499","Bacteroides xylanisolvens","0.759782195770546","0.808334512522994","ERR661371.mseq-ERR661375.mseq",0.0485523167524481,0.0893665408102128,384
"1500","Bacteroides thetaiotaomicron","0.590097505381791","4.38127918494411","ERR661371.mseq-ERR661375.mseq",3.79118167956232,2.89232688484011,494
"1501","Alistipes timonensis","0.549575788274028","0.178647233621056","ERR661371.mseq-ERR661375.mseq",-0.370928554652972,-1.62120487344466,81
"1502","Ruminococcus champanellensis","0.514119285804736","0.290080656572803","ERR661371.mseq-ERR661375.mseq",-0.224038629231933,-0.825649036319069,3
"1504","Butyricimonas virosa","0.435608458908446","1.27706240271685","ERR661371.mseq-ERR661375.mseq",0.841453943808404,1.55172514843309,199
"1512","Alistipes finegoldii","0.283652019754337","0.152115466251592","ERR661371.mseq-ERR661375.mseq",-0.131536553502745,-0.89895529110748,162
"1514","Bacteroides cellulosilyticus","0.276054197796632","7.43066364794114","ERR661371.mseq-ERR661375.mseq",7.15460945014451,4.75046762195761,172
"1516","Christensenella minuta","0.265923768519691","0.148577897268997","ERR661371.mseq-ERR661375.mseq",-0.117345871250694,-0.839793218639335,83
"1522","[Clostridium] leptum","0.202608585538812","0.106127069477855","ERR661371.mseq-ERR661375.mseq",-0.096481516060957,-0.932902623030815,276
"1523","Barnesiella viscericola","0.189945548942636","0.873779538701005","ERR661371.mseq-ERR661375.mseq",0.683833989758369,2.20168341733683,265
"1527","Parasutterella secunda","0.182347726984931","3.33946511956983","ERR661371.mseq-ERR661375.mseq",3.1571173925849,4.19485292416755,3
"1691","Bacteroides luti","22.7049754730203","20.3490013409556","ERR661377.mseq-ERR661378.mseq",-2.3559741320647,-0.158050484581314,442
"1692","Alistipes onderdonkii","13.1328244853122","0.211729832733432","ERR661377.mseq-ERR661378.mseq",-12.9210946525788,-5.95480886136132,163
"1694","Bacteroides fragilis","8.25015625295934","5.58790316888983","ERR661377.mseq-ERR661378.mseq",-2.66225308406951,-0.562114422455726,137
"1696","[Clostridium] leptum","3.34286634216557","0.218787493824547","ERR661377.mseq-ERR661378.mseq",-3.12407884834102,-3.93348349353867,276
"1699","Bacteroides thetaiotaomicron","1.95268849788822","6.74888841837815","ERR661377.mseq-ERR661378.mseq",4.79619992048993,1.78918807933226,494
"1704","Coprobacillus cateniformis","1.12691528248641","0.610487684381396","ERR661377.mseq-ERR661378.mseq",-0.516427598105014,-0.884344966325588,27
"1706","Bacteroides xylanisolvens","1.02085266766416","8.25746347660385","ERR661377.mseq-ERR661378.mseq",7.23661080893969,3.01592401595125,384
"1719","[Clostridium] symbiosum","0.60986003522794","0.172912696732303","ERR661377.mseq-ERR661378.mseq",-0.436947338495637,-1.81843436976642,11
"1720","Escherichia coli","0.56629860414023","0.866327898934293","ERR661377.mseq-ERR661378.mseq",0.300029294794063,0.613350204349579,129
"1722","Clostridium tertium","0.526525123581886","13.1872397487473","ERR661377.mseq-ERR661378.mseq",12.6607146251654,4.64649643989023,33
"1730","Bacteroides dorei","0.342809522907631","2.71896393535182","ERR661377.mseq-ERR661378.mseq",2.37615441244419,2.98757792366457,283
"1736","Bacteroides ovatus","0.268944487584992","0.116451408003388","ERR661377.mseq-ERR661378.mseq",-0.152493079581604,-1.20758033591323,373
"1739","Bacteroides uniformis","0.153411996439326","0.257604629825676","ERR661377.mseq-ERR661378.mseq",0.10419263338635,0.74774722022839,564
"1745","Clostridium septicum","0.128790317998447","13.1978262403839","ERR661377.mseq-ERR661378.mseq",13.0690359223855,6.67913237775765,16
"1750","Holdemania filiformis","0.113638515880983","0.84515491566095","ERR661377.mseq-ERR661378.mseq",0.731516399779967,2.89476391436065,7
"1751","Bacteroides vulgatus","0.1117445406163","0.363469546192392","ERR661377.mseq-ERR661378.mseq",0.251725005576092,1.70163014205436,457
"1952","Bacteroides luti","22.7049754730203","7.89212277739148","ERR661377.mseq-ERR661379.mseq",-14.8128526956288,-1.52452317300706,442
"1953","Alistipes onderdonkii","13.1328244853122","2.90056620641701","ERR661377.mseq-ERR661379.mseq",-10.2322582788952,-2.17877077616482,163
"1955","Bacteroides fragilis","8.25015625295934","1.96185556769643","ERR661377.mseq-ERR661379.mseq",-6.28830068526291,-2.07220260949445,137
"1956","Oscillibacter valericigenes","3.56446144813349","0.173835303466773","ERR661377.mseq-ERR661379.mseq",-3.39062614466672,-4.35789110962557,130
"1957","[Clostridium] leptum","3.34286634216557","0.307936823283997","ERR661377.mseq-ERR661379.mseq",-3.03492951888157,-3.44037937161367,276
"1959","Spiroplasma taiwanense","2.13451012329779","46.5481275454455","ERR661377.mseq-ERR661379.mseq",44.4136174221477,4.44674622484891,13
"1960","Bacteroides thetaiotaomicron","1.95268849788822","2.27972583689282","ERR661377.mseq-ERR661379.mseq",0.3270373390046,0.223398512203694,494
"1964","Alistipes shahii","1.13449118354514","1.67378563623721","ERR661377.mseq-ERR661379.mseq",0.53929445269207,0.561069374551071,169
"1965","Coprobacillus cateniformis","1.12691528248641","0.208602364160127","ERR661377.mseq-ERR661379.mseq",-0.918312918326283,-2.43355164925855,27
"1967","Bacteroides xylanisolvens","1.02085266766416","2.22509188437469","ERR661377.mseq-ERR661379.mseq",1.20423921671053,1.12409024546309,384
"1968","Christensenella minuta","0.941305706547473","0.168868580510579","ERR661377.mseq-ERR661379.mseq",-0.772437126036894,-2.47876241415395,83
"1972","Anaerotruncus colihominis","0.742438303755753","0.586073308830833","ERR661377.mseq-ERR661379.mseq",-0.15636499492492,-0.341190008595373,216
"1973","Butyricicoccus desmolans","0.687513021079945","0.149001688685805","ERR661377.mseq-ERR661379.mseq",-0.53851133239414,-2.20605835622924,100
"1974","[Clostridium] spiroforme","0.681831095285896","0.168868580510579","ERR661377.mseq-ERR661379.mseq",-0.512962514775317,-2.01351346892134,54
"1980","[Clostridium] symbiosum","0.60986003522794","0.158935134598192","ERR661377.mseq-ERR661379.mseq",-0.450924900629748,-1.94004009195662,11
"1991","Bacteroides dorei","0.342809522907631","2.2201251614185","ERR661377.mseq-ERR661379.mseq",1.87731563851087,2.69516192025811,283
"1992","Roseburia hominis","0.333339646584216","16.3355518029204","ERR661377.mseq-ERR661379.mseq",16.0022121563362,5.6148784603561,10
"1996","Lactobacillus animalis","0.310611943408019","3.32770438064965","ERR661377.mseq-ERR661379.mseq",3.01709243724163,3.42134206688505,14
"1997","Bacteroides ovatus","0.268944487584992","0.153968411641999","ERR661377.mseq-ERR661379.mseq",-0.114976075942993,-0.804674022959807,373
"1999","[Clostridium] aldenense","0.170457773821474","0.163901857554386","ERR661377.mseq-ERR661379.mseq",-0.00655591626708801,-0.0565821908132239,7
"2000","Bacteroides uniformis","0.153411996439326","0.3824376676269","ERR661377.mseq-ERR661379.mseq",0.229025671187574,1.31781332396828,564
"2004","Ruminiclostridium thermocellum","0.143942120115911","0.238402701897288","ERR661377.mseq-ERR661379.mseq",0.094460581781377,0.727911773435567,66
"2008","Blautia hydrogenotrophica","0.121214416939715","0.193702195291547","ERR661377.mseq-ERR661379.mseq",0.072487778351832,0.676279005020243,3
"2010","Faecalibacterium prausnitzii","0.117426466410349","0.898976855071024","ERR661377.mseq-ERR661379.mseq",0.781550388660675,2.93652636285432,272
"2011","Holdemania filiformis","0.113638515880983","0.149001688685805","ERR661377.mseq-ERR661379.mseq",0.035363172804822,0.390876786157989,7
"2012","Bacteroides vulgatus","0.1117445406163","0.571173139962253","ERR661377.mseq-ERR661379.mseq",0.459428599345953,2.35372378774052,457
"2188","Bacteroides luti","22.7049754730203","6.27283622226769","ERR661377.mseq-ERR661380.mseq",-16.4321392507526,-1.85581867742585,442
